All calculations;C 2-29 MT ind;C 2-29 MT ind;N21\N21 DG;N23\N23 DG;N29\N29 DG
"b:tnow in s";"m:Psum:bus1 in MW";"m:Qsum:bus1 in Mvar";"m:u1 in p.u.";"m:u1 in p.u.";"m:u1 in p.u."
4.231667;0.172600;0.086400;1.004971;1.000000;1.021782
4.241667;0.172600;0.086400;1.004971;1.000000;1.021782
4.251667;0.172600;0.086400;1.004971;1.000000;1.021782
4.261667;0.172600;0.086400;1.004971;1.000000;1.021782
4.271667;0.172600;0.086400;1.004971;1.000000;1.021782
4.281667;0.172600;0.086400;1.004971;1.000000;1.021782
4.291667;0.172600;0.086400;1.004971;1.000000;1.021782
4.301667;0.172600;0.086400;1.004971;1.000000;1.021782
4.311667;0.172600;0.086400;1.004971;1.000000;1.021782
4.321667;0.172600;0.086400;1.004971;1.000000;1.021782
4.331667;0.172600;0.086400;1.004971;1.000000;1.021782
4.341667;0.172600;0.086400;1.004971;1.000000;1.021782
4.351667;0.172600;0.086400;1.004971;1.000000;1.021782
4.361667;0.172600;0.086400;1.004971;1.000000;1.021782
4.371667;0.172600;0.086400;1.004971;1.000000;1.021782
4.381667;0.172600;0.086400;1.004971;1.000000;1.021782
4.391667;0.172600;0.086400;1.004971;1.000000;1.021782
4.401667;0.172600;0.086400;1.004971;1.000000;1.021782
4.411667;0.172600;0.086400;1.004971;1.000000;1.021782
4.421667;0.172600;0.086400;1.004971;1.000000;1.021782
4.431667;0.172600;0.086400;1.004971;1.000000;1.021782
4.441667;0.172600;0.086400;1.004971;1.000000;1.021782
4.451667;0.172600;0.086400;1.004971;1.000000;1.021782
4.461667;0.172600;0.086400;1.004971;1.000000;1.021782
4.471667;0.172600;0.086400;1.004971;1.000000;1.021782
4.481667;0.172600;0.086400;1.004971;1.000000;1.021782
4.491667;0.172600;0.086400;1.004971;1.000000;1.021782
4.501667;0.172600;0.086400;1.004971;1.000000;1.021782
4.511667;0.172600;0.086400;1.004971;1.000000;1.021782
4.521667;0.172600;0.086400;1.004971;1.000000;1.021782
4.531667;0.172600;0.086400;1.004971;1.000000;1.021782
4.541667;0.172600;0.086400;1.004971;1.000000;1.021782
4.551667;0.172600;0.086400;1.004971;1.000000;1.021782
4.561667;0.172600;0.086400;1.004971;1.000000;1.021782
4.571667;0.172600;0.086400;1.004971;1.000000;1.021782
4.581667;0.172600;0.086400;1.004971;1.000000;1.021782
4.591667;0.172600;0.086400;1.004971;1.000000;1.021782
4.601667;0.172600;0.086400;1.004971;1.000000;1.021782
4.611667;0.172600;0.086400;1.004971;1.000000;1.021782
4.621667;0.172600;0.086400;1.004971;1.000000;1.021782
4.631667;0.172600;0.086400;1.004971;1.000000;1.021782
4.641667;0.172600;0.086400;1.004971;1.000000;1.021782
4.651667;0.172600;0.086400;1.004971;1.000000;1.021782
4.661667;0.172600;0.086400;1.004971;1.000000;1.021782
4.671667;0.172600;0.086400;1.004971;1.000000;1.021782
4.681667;0.172600;0.086400;1.004971;1.000000;1.021782
4.691667;0.172600;0.086400;1.004971;1.000000;1.021782
4.701667;0.172600;0.086400;1.004971;1.000000;1.021782
4.711667;0.172600;0.086400;1.004971;1.000000;1.021782
4.721667;0.172600;0.086400;1.004971;1.000000;1.021782
4.731667;0.172600;0.086400;1.004971;1.000000;1.021782
4.741667;0.172600;0.086400;1.004971;1.000000;1.021782
4.751667;0.172600;0.086400;1.004971;1.000000;1.021782
4.761667;0.172600;0.086400;1.004971;1.000000;1.021782
4.771667;0.172600;0.086400;1.004971;1.000000;1.021782
4.781667;0.172600;0.086400;1.004971;1.000000;1.021782
4.791667;0.172600;0.086400;1.004971;1.000000;1.021782
4.801667;0.172600;0.086400;1.004971;1.000000;1.021782
4.811667;0.172600;0.086400;1.004971;1.000000;1.021782
4.821667;0.172600;0.086400;1.004971;1.000000;1.021782
4.831667;0.172600;0.086400;1.004971;1.000000;1.021782
4.841667;0.172600;0.086400;1.004971;1.000000;1.021782
4.851667;0.172600;0.086400;1.004971;1.000000;1.021782
4.861667;0.172600;0.086400;1.004971;1.000000;1.021782
4.871667;0.172600;0.086400;1.004971;1.000000;1.021782
4.881667;0.172600;0.086400;1.004971;1.000000;1.021782
4.891667;0.172600;0.086400;1.004971;1.000000;1.021782
4.901667;0.172600;0.086400;1.004971;1.000000;1.021782
4.911667;0.172600;0.086400;1.004971;1.000000;1.021782
4.921667;0.172600;0.086400;1.004971;1.000000;1.021782
4.931667;0.172600;0.086400;1.004971;1.000000;1.021782
4.941667;0.172600;0.086400;1.004971;1.000000;1.021782
4.951667;0.172600;0.086400;1.004971;1.000000;1.021782
4.961667;0.172600;0.086400;1.004971;1.000000;1.021782
4.971667;0.172600;0.086400;1.004971;1.000000;1.021782
4.981667;0.172600;0.086400;1.004971;1.000000;1.021782
4.991667;0.172600;0.086400;1.004971;1.000000;1.021782
