All calculations;C 2-29 MT ind;C 2-29 MT ind;C 2-29 MT ind;C 2-29 MT ind;N28\N28;N29\N29 DG
"Time in s";"u1, Magnitude in p.u.";"Positive-Sequence Current, Magnitude in kA";"Total Active Power in MW";"Total Reactive Power in Mvar";"u1, Magnitude in p.u.";"u1, Magnitude in p.u."
3.571667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.581667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.591667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.601667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.611667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.621667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.631667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.641667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.651667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.661667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.671667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.681667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.691667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.701667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.711667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.721667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.731667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.741667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.751667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.761667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.771667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.781667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.791667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.801667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.811667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.821667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.831667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.841667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.851667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.861667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.871667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.881667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.891667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.901667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.911667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.921667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.931667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.941667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.951667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.961667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.971667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.981667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
3.991667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.001667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.011667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.021667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.031667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.041667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.051667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.061667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.071667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.081667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.091667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.101667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.111667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.121667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.131667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.141667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.151667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.161667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.171667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.181667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.191667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.201667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.211667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.221667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.231667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.241667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.251667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.261667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.271667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.281667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.291667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.301667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.311667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.321667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.331667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.341667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.351667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.361667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.371667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.381667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.391667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.401667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.411667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.421667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.431667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.441667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.451667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.461667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.471667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.481667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.491667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.501667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.511667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.521667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.531667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.541667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.551667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.561667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.571667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.581667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.591667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.601667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.611667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.621667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.631667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.641667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.651667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.661667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.671667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.681667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.691667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.701667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.711667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.721667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.731667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.741667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.751667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.761667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.771667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.781667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.791667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.801667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.811667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.821667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.831667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.841667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.851667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.861667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.871667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.881667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.891667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.901667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.911667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.921667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.931667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.941667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.951667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.961667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.971667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.981667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
4.991667;1.145266;0.001227;0.043400;0.022009;1.136041;1.145266
