All calculations;C 2-29 MT ind;C 2-29 MT ind;N21\N21 DG;N23\N23 DG;N29\N29 DG
"b:tnow in s";"m:Psum:bus1 in MW";"m:Qsum:bus1 in Mvar";"m:u1 in p.u.";"m:u1 in p.u.";"m:u1 in p.u."
4.231667;0.156101;0.079861;1.024560;1.027362;1.050005
4.241667;0.156101;0.079861;1.024560;1.027362;1.050005
4.251667;0.156101;0.079861;1.024560;1.027362;1.050005
4.261667;0.156101;0.079861;1.024560;1.027362;1.050005
4.271667;0.156101;0.079861;1.024560;1.027362;1.050005
4.281667;0.156101;0.079861;1.024560;1.027362;1.050005
4.291667;0.156101;0.079861;1.024560;1.027362;1.050005
4.301667;0.156101;0.079861;1.024560;1.027362;1.050005
4.311667;0.156101;0.079861;1.024560;1.027362;1.050005
4.321667;0.156101;0.079861;1.024560;1.027362;1.050005
4.331667;0.156101;0.079861;1.024560;1.027362;1.050005
4.341667;0.156101;0.079861;1.024560;1.027362;1.050005
4.351667;0.156101;0.079861;1.024560;1.027362;1.050005
4.361667;0.156101;0.079861;1.024560;1.027362;1.050005
4.371667;0.156101;0.079861;1.024560;1.027362;1.050005
4.381667;0.156101;0.079861;1.024560;1.027362;1.050005
4.391667;0.156101;0.079861;1.024560;1.027362;1.050005
4.401667;0.156101;0.079861;1.024560;1.027362;1.050005
4.411667;0.156101;0.079861;1.024560;1.027362;1.050005
4.421667;0.156101;0.079861;1.024560;1.027362;1.050005
4.431667;0.156101;0.079861;1.024560;1.027362;1.050005
4.441667;0.156101;0.079861;1.024560;1.027362;1.050005
4.451667;0.156101;0.079861;1.024560;1.027362;1.050005
4.461667;0.156101;0.079861;1.024560;1.027362;1.050005
4.471667;0.156101;0.079861;1.024560;1.027362;1.050005
4.481667;0.156101;0.079861;1.024560;1.027362;1.050005
4.491667;0.156101;0.079861;1.024560;1.027362;1.050005
4.501667;0.156101;0.079861;1.024560;1.027362;1.050005
4.511667;0.156101;0.079861;1.024560;1.027362;1.050005
4.521667;0.156101;0.079861;1.024560;1.027362;1.050005
4.531667;0.156101;0.079861;1.024560;1.027362;1.050005
4.541667;0.156101;0.079861;1.024560;1.027362;1.050005
4.551667;0.156101;0.079861;1.024560;1.027362;1.050005
4.561667;0.156101;0.079861;1.024560;1.027362;1.050005
4.571667;0.156101;0.079861;1.024560;1.027362;1.050005
4.581667;0.156101;0.079861;1.024560;1.027362;1.050005
4.591667;0.156101;0.079861;1.024560;1.027362;1.050005
4.601667;0.156101;0.079861;1.024560;1.027362;1.050005
4.611667;0.156101;0.079861;1.024560;1.027362;1.050005
4.621667;0.156101;0.079861;1.024560;1.027362;1.050005
4.631667;0.156101;0.079861;1.024560;1.027362;1.050005
4.641667;0.156101;0.079861;1.024560;1.027362;1.050005
4.651667;0.156101;0.079861;1.024560;1.027362;1.050005
4.661667;0.156101;0.079861;1.024560;1.027362;1.050005
4.671667;0.156101;0.079861;1.024560;1.027362;1.050005
4.681667;0.156101;0.079861;1.024560;1.027362;1.050005
4.691667;0.156101;0.079861;1.024560;1.027362;1.050005
4.701667;0.156101;0.079861;1.024560;1.027362;1.050005
4.711667;0.156101;0.079861;1.024560;1.027362;1.050005
4.721667;0.156101;0.079861;1.024560;1.027362;1.050005
4.731667;0.156101;0.079861;1.024560;1.027362;1.050005
4.741667;0.156101;0.079861;1.024560;1.027362;1.050005
4.751667;0.156101;0.079861;1.024560;1.027362;1.050005
4.761667;0.156101;0.079861;1.024560;1.027362;1.050005
4.771667;0.156101;0.079861;1.024560;1.027362;1.050005
4.781667;0.156101;0.079861;1.024560;1.027362;1.050005
4.791667;0.156101;0.079861;1.024560;1.027362;1.050005
4.801667;0.156101;0.079861;1.024560;1.027362;1.050005
4.811667;0.156101;0.079861;1.024560;1.027362;1.050005
4.821667;0.156101;0.079861;1.024560;1.027362;1.050005
4.831667;0.156101;0.079861;1.024560;1.027362;1.050005
4.841667;0.156101;0.079861;1.024560;1.027362;1.050005
4.851667;0.156101;0.079861;1.024560;1.027362;1.050005
4.861667;0.156101;0.079861;1.024560;1.027362;1.050005
4.871667;0.156101;0.079861;1.024560;1.027362;1.050005
4.881667;0.156101;0.079861;1.024560;1.027362;1.050005
4.891667;0.156101;0.079861;1.024560;1.027362;1.050005
4.901667;0.156101;0.079861;1.024560;1.027362;1.050005
4.911667;0.156101;0.079861;1.024560;1.027362;1.050005
4.921667;0.156101;0.079861;1.024560;1.027362;1.050005
4.931667;0.156101;0.079861;1.024560;1.027362;1.050005
4.941667;0.156101;0.079861;1.024560;1.027362;1.050005
4.951667;0.156101;0.079861;1.024560;1.027362;1.050005
4.961667;0.156101;0.079861;1.024560;1.027362;1.050005
4.971667;0.156101;0.079861;1.024560;1.027362;1.050005
4.981667;0.156101;0.079861;1.024560;1.027362;1.050005
4.991667;0.156101;0.079861;1.024560;1.027362;1.050005
